Unnamed: 0,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,new_place_types
1350,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,55.07793229,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3306,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,121.4904719,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3307,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,116.4292949,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1351,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.8231252,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2009,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,198.2007895,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2545,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,100.4356524,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
569,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.9453396,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
570,Colombo City Center (CCC),Evening,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,220.2879338,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
571,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,69.78986441,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
1397,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.48649776,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1398,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,103.4300658,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
920,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,72.04012289,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
919,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,69.16402232,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
918,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,50.64266123,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1998,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,160.5281944,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3111,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.0195269,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
215,Colombo City Center (CCC),Night,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,202.8797668,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
214,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,81.29476371,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
213,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,26.61758558,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
1989,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,184.4441856,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2570,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,102.6242925,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1986,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,185.5732984,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1417,Colombo City Center (CCC),Evening,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,207.2436876,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3391,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.6855501,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1985,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,178.6734857,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2533,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,100.6222869,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2441,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,95.51279242,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3356,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.2848366,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
945,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,39.70438501,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1352,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,137.6274752,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
963,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,130.4676512,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2981,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,121.8387358,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
257,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,119.9320258,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
256,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.8790003,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
255,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.66173256,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3308,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.3507478,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
553,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.46856477,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2046,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,175.362698,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
554,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,103.6560973,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3319,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,127.0207999,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3320,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,125.8609554,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3321,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,106.210618,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2037,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,173.8393098,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2036,Colombo City Center (CCC),Morning,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,172.3285086,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
947,Colombo City Center (CCC),Night,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,60.32666577,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3329,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,110.4486407,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2020,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,164.2095816,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1380,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,111.7011985,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1381,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,54.80384599,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
946,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,79.64683269,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3347,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,113.3931536,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2433,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,86.13658193,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1019,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,38.22439696,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3243,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,126.6379927,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1083,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,105.7665805,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1082,Colombo City Center (CCC),Evening,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.32367936,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1081,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.97650536,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1175,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.71856719,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1176,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.4061006,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1177,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,106.5681643,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3151,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.5982127,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3152,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,113.3470949,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3074,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.3253317,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2373,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,101.5399662,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2392,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,93.71279628,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1195,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,133.6258065,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1196,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.02156087,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
386,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,48.92467664,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
385,Colombo City Center (CCC),Evening,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,50.99920989,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2393,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,75.64619568,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1209,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,63.09637965,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1210,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,115.7543683,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1211,Colombo City Center (CCC),Night,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,40.13611806,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
469,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,42.41280358,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
470,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.44810834,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3083,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.0526755,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1061,Colombo City Center (CCC),Night,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,203.217205,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3143,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,106.4302719,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2351,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,78.20859745,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3103,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.0509415,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3102,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,88.18118578,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2315,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,107.0574167,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
425,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,66.10180772,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
424,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,86.88663776,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2341,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,98.52147819,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3117,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,140.6995848,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3118,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.2082501,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2302,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,88.91671063,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1147,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.7336284,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1148,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.54420688,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3128,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,111.3603324,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
442,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,74.38255048,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
443,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.0290733,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
444,Colombo City Center (CCC),Night,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,204.1322723,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
2289,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,91.54145753,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2288,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,90.44694905,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
1098,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.9217743,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
1097,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,112.5461292,"shopping_mall,shoe_store,store,lodging,point_of_interest,establishment"
1096,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.5792177,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2271,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,75.05044282,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
2364,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,70.85292287,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
3398,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,119.4741349,"shopping_mall,shoe_store,lodging,point_of_interest,store,establishment"
1060,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,145.2014808,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
3061,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.6035337,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2174,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,191.4558232,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
2172,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,173.5352382,"shopping_mall,shoe_store,lodging,store,point_of_interest,establishment"
